tokens,ner_tags,split
"The Public Service Commission ( PSC ) said in a statement that the workers -- including nurses , junior doctors , mortuary attendants , customs officers and firefighters -- would be barred from entering their workplaces on Monday .",O B-ORG I-ORG I-ORG O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
""" All civil servants who did not return to work at their normal working hours , and remained working for the full working day on 23 August 1996 , have been summarily dismissed ...",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
"with immediate effect , "" it said in a statement .",O O O O O O O O O O O,train
Union officials from the Public Service Association ( PSA ) were unavailable for comment .,O O O O B-ORG I-ORG I-ORG O B-ORG O O O O O O,train
"Public Service , Labour and Social Welfare Minister Florence Chitauro told state radio her ministry had already begun recruiting other people to replace the strikers , sub-contracting some of the work to private firms .",B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O,train
"The government had been threatening to fire the workers since the strike began on Tuesday , saying it was illegal .",O O O O O O O O O O O O O O O O O O O O O,train
But the strikers ignored the threat and vowed to stay on the streets until their demands for wage rises of 30 to 60 percent were met .,O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
The stoppage has left essential services stretched with many hospitals handling only emergency cases under senior doctors with the help of army medical personnel and the Red Cross .,O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O,train
It has also disrupted flights .,O O O O O O,train
"Some internal services were cancelled , leaving tourists at the Victoria Falls resort stranded , and flights abroad were delayed .",O O O O O O O O O O B-LOC I-LOC O O O O O O O O O,train
"The PSA said 80 percent of the country 's 180,000 civil servants took part in the strike which is a rare challenge to President Robert Mugabe , who has been in power since independence from Britain in 1980 .",O B-ORG O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O B-LOC O O O,train
"Opposition parties , civic organisations and private-sector unions have expressed support for the action and denounced the government 's pay rises of up to eight percent for its workers .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
"Civil servants earn on average Z$ 1,000 ( $ 100 ) a month .",O O O O O B-MISC O O O O O O O O,train
"They say their pay has not kept up at all with inflation , currently running at 22 percent .",O O O O O O O O O O O O O O O O O O O,train
Rwanda says Zaire expels 28 Rwandan refugees .,B-LOC O B-LOC O O B-MISC O O,train
KIGALI 1996-08-24,B-LOC O,train
"Rwanda said on Saturday that Zaire had expelled 28 Rwandan Hutu refugees accused of being "" trouble-makers "" in camps in eastern Zaire .",B-LOC O O O O B-LOC O O O B-MISC B-MISC O O O O O O O O O O O B-LOC O,train
"Captain Firmin Gatera , spokesman for the Tutsi-dominated Rwandan army , told Reuters in Kigali that 17 of the 28 refugees handed over on Friday from the Zairean town of Goma had been soldiers in the former Hutu army which fled to Zaire in 1994 after being defeated by Tutsi forces in Rwanda 's civil war .",O B-PER I-PER O O O O B-MISC B-MISC O O O B-ORG O B-LOC O O O O O O O O O O O O B-MISC O O B-LOC O O O O O O B-MISC O O O O B-LOC O O O O O O B-MISC O O B-LOC O O O O,train
Zairean Prime Minister Kengo wa Dondo said on Thursday in a visit to Rwanda that his country would expell all the refugees back to Rwanda but he gave no timeframe .,B-MISC O O B-PER I-PER I-PER O O O O O O O B-LOC O O O O O O O O O O B-LOC O O O O O O,train
Zaire is home to 1.1 million Rwandan Hutu refugees who fled three months of civil war in 1994 .,B-LOC O O O O O B-MISC B-MISC O O O O O O O O O O O,train
"Many had taken part in the genocide that year of one million people , mostly Tutsis , and refuse to go home for fear of reprisal at the hands of the new Tutsi-dominated government in Kigali .",O O O O O O O O O O O O O O O B-MISC O O O O O O O O O O O O O O O O B-MISC O O B-LOC O,train
Gatera said the refugees were handed over following a deal made at a meeting between the governor of Zaire 's north Kivu region and his counterpart in the Rwandan border town of Gisenyi .,B-PER O O O O O O O O O O O O O O O O O B-LOC O O B-LOC O O O O O O B-MISC O O O B-LOC O,train
""" After a meeting between the governor of north Kivu and the prefect of Gisenyi , 28 prisoners ( refugees ) were handed over to Rwandan authorities on Friday , "" Gatera said . """,O O O O O O O O O B-LOC O O O O B-LOC O O O O O O O O O O B-MISC O O O O O B-PER O O O,train
Out of these 17 were former soldiers .,O O O O O O O O,train
"These people are now in Gisenyi prison , "" Gatera added .",O O O O O B-LOC O O O B-PER O O,train
Revered skull of S. Africa king is Scottish woman 's .,O O O B-LOC I-LOC O O B-MISC O O O,train
JOHANNESBURG 1996-08-24,B-LOC O,train
"A limelight-loving South African chief was in disgrace on Saturday after a prized skull he brought home from Scotland was identified as belonging not to his sacred tribal ancestor , but to a middle-aged white woman .",O O B-MISC I-MISC O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O,train
"A forensic scientist who examined the supposed skull of 19th century King Hintsa , a chief of President Nelson Mandela 's Xhosa tribe killed in battle by the British , said it was in fact the cranium of a European woman .",O O O O O O O O O O O O B-PER O O O O O B-PER I-PER O B-MISC O O O O O O B-MISC O O O O O O O O O O B-MISC O O,train
"Chief Nicholas Gcaleka , dressed in animal skins and full tribal regalia , journeyed to a wintry Scotland in February on a hugely publicised quest to find Hintsa 's skull .",O B-PER I-PER O O O O O O O O O O O O O O B-LOC O O O O O O O O O B-PER O O O,train
"The witchdoctor said ancestors had appeared to him in a dream and ordered him to return the head , said to have been carried off as a colonial trophy by the officer who shot and allegedly beheaded Hintsa after a battle in 1835 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O,train
But Gcaleka ran into trouble as soon as he returned to South Africa with a skull he found in a cottage in a lonely Highland forest near Inverness .,O B-PER O O O O O O O O O B-LOC I-LOC O O O O O O O O O O O B-LOC O O B-LOC O,train
He said the spirit of a hurricane had guided him there .,O O O O O O O O O O O O,train
"Members of the Xhosa royal family , branding Gcaleka a charlatan , confiscated the head and sent it for tests to a forensic scientist , who examined the shape of the skull and the hole that he determined had not come , as supposed , from a bullet .",O O O B-MISC O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
""" It can be stated beyond reasonable doubt that this skull is not that of the late king , "" the scientist said in a statement .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
Sudan arrests opposition sewing machine smugglers .,B-LOC O O O O O O,train
KHARTOUM 1996-08-24,B-LOC O,train
"Sudanese police have arrested three people trying to smuggle sewing machines and army clothing to Sudanese opposition groups in Eritrea , an official newspaper reported on Saturday .",B-MISC O O O O O O O O O O O O O O B-MISC O O O B-LOC O O O O O O O O,train
"The government-owned al-Ingaz al-Watani said the smugglers were caught in Banat in the eastern state of Kassala , on the border with Eritrea , and had confessed they were on their way to "" the so-called alliance forces which have been undertaking subversive operations on the eastern border "" .",O O B-ORG I-ORG O O O O O O B-LOC O O O O O B-LOC O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
Authorities in Kassala said opposition forces based in Eritrea have been laying landmines and stealing vehicles and other goods to smuggle them across the border into Eritrea .,O O B-LOC O O O O O B-LOC O O O O O O O O O O O O O O O O O B-LOC O,train
Sudan accuses the Eritrean authorities of providing support to Sudanese opposition elements based in Eritrea .,B-LOC O O B-MISC O O O O O B-MISC O O O O B-LOC O,train
"Eritrea cut diplomatic ties with Sudan in 1994 , accusing it of training rebels to make raids into Eritrea .",B-LOC O O O O B-LOC O O O O O O O O O O O O B-LOC O,train
"The exiled National Democratic Alliance , a Sudanese umbrella opposition group , has its headquarters in the Eritrean capital Asmara .",O O B-ORG I-ORG I-ORG O O B-MISC O O O O O O O O O B-MISC O B-LOC O,train
It uses the former Sudanese embassy .,O O O O B-MISC O O,train
Albanian Socialists start landmark reform congress .,B-MISC O O O O O O,train
TIRANA 1996-08-24,B-LOC O,train
Albania 's opposition Socialist Party began a two-day congress on Saturday to discuss major jettisoning its links with almost half a century of Stalinist dictatorship in the Balkan country .,B-LOC O O B-ORG I-ORG O O O O O O O O O O O O O O O O O O B-MISC O O O B-LOC O O,train
""" The congress will approve new concepts that will turn the party into a Social-Democratic and electoral party , not a class and ideological one , "" the Socialist Zeri i Popullit daily said in an editorial .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O O O O O O,train
"Jailed Socialist leader Fatos Nano made the first call for change in July , a month after the party 's chief opponents , the conservative Democrats of President Sali Berisha , almost swept the board in a disputed general election .",O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O B-MISC O O B-PER I-PER O O O O O O O O O O O,train
"The Socialists , reformed heirs to the communists , pulled out of the poll saying it was a sham .",O O O O O O O O O O O O O O O O O O O O,train
Acting Socialist leader Servet Pellumbi has said he too will urge the party to scrap the ideas of Karl Marx at the congress .,O O O B-PER I-PER O O O O O O O O O O O O O B-PER I-PER O O O O,train
The pro-reform stance of some of the party leadership initially caused a storm and triggered the resignation last month of the party 's Secretary-General Gramoz Ruci .,O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O,train
"More recently political commentators have reported a growing consensus , however , and a rift at the meeting looks increasingly unlikely .",O O O O O O O O O O O O O O O O O O O O O O,train
Nicaraguan president to go to U.S. for medical care .,B-MISC O O O O B-LOC O O O O,train
"MANAGUA , Nicaragua 1996-08-23",B-LOC O B-LOC O,train
"Nicaraguan President Violeta Chamorro was due to fly to the United States on Saturday for a medical check-up to determine if surgery was needed on the lower part of her spinal column , the government said on Friday .",B-MISC O B-PER I-PER O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
"Chamorro has complained of lower back pain since her trip to Taiwan in May , when the pain forced her to go to Taipei University Hospital for an examination .",B-PER O O O O O O O O O O B-LOC O O O O O O O O O O O B-LOC I-LOC I-LOC O O O O,train
"Chamorro , 66 , suffers from osteoporosis , a disease that weakens the bones , and has repeatedly flown to Washington for treatment by her longtime doctor , Sam Wilson .",B-PER O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O B-PER I-PER O,train
"Nepal wo n't help split Tibet , king tells China .",B-LOC O O O O B-LOC O O O B-LOC O,train
BEIJING 1996-08-24,B-LOC O,train
"King Birendra of Nepal has told China his nation will not become the tool of people who want Tibetan independence from Beijing , the official China Daily newspaper said on Saturday .",O B-PER O B-LOC O O B-LOC O O O O O O O O O O O B-MISC O O B-LOC O O O B-ORG I-ORG O O O O O,train
"King Birendra , in Tibet at the start of a one-week unofficial visit to China , said the Nepalese government had "" maintained a sharp vigilance against such intentions "" , the newspaper said .",O B-PER O O B-LOC O O O O O O O O O B-LOC O O O B-MISC O O O O O O O O O O O O O O O O,train
"Nepal shares a long mountain border with the restive Himalayan region , where opposition to Beijing 's four-decade rule is widespread .",B-LOC O O O O O O O O B-MISC O O O O O B-LOC O O O O O O,train
"Chinese official media has often accused foreign forces , notably the United States , of seeking to support Tibetan independence activists .",B-MISC O O O O O O O O O O B-LOC I-LOC O O O O O B-MISC O O O,train
"King Birenda told Gyaicain Norbu , chairman of the Tibetan government , that Nepal would not "" become a tool for others to split Tibet "" , the newspaper said .",O B-PER O B-PER I-PER O O O O B-MISC O O O B-LOC O O O O O O O O O O B-LOC O O O O O O,train
"Gyaicain told the royal visitor increased cooperation between Nepal and Tibet was possible in the fields of trade , tourism , communications and sports , it said .",B-PER O O O O O O O B-LOC O B-LOC O O O O O O O O O O O O O O O O O,train
It gave no details .,O O O O O,train
Iran hangs two men for drug trafficking .,B-LOC O O O O O O O,train
TEHRAN 1996-08-24,B-LOC O,train
"Iran has hanged two drug traffickers in the southern city of Shiraz , the evening newspaper Resalat reported on Saturday .",B-LOC O O O O O O O O O O B-LOC O O O O B-ORG O O O O,train
"The two Iranian men were arrested in July with 419 kilograms ( 924 lbs ) of opium after they opened fire on police and killed a pedestrain and wounded four , the newspaper quoted a police commander as saying .",O O B-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
Resalat said the executions were ordered by the Islamic Revolutionary Court .,B-ORG O O O O O O O B-ORG I-ORG I-ORG O,train
It did not say when they took place .,O O O O O O O O O,train
"One of the men , who killed the pedestrian , was hanged at the site of the crime and the other was executed in Adel prison in Shiraz , the newspaper said .",O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O B-LOC O O O O O,train
Possession of 30 grammes ( just over an ounce ) of heroin or five kg ( 11 lb ) of opium is punishable by death in Iran .,O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O,train
"More than 1,000 people have been executed in drug-related cases since the law took effect in 1989 .",O O O O O O O O O O O O O O O O O O,train
"Iran has an estimated one million drug addicts and is a key transit route for drugs , mostly opium , smuggled to Europe through Afghanistan and Pakistan -- the so called "" Golden Crescent . """,B-LOC O O O O O O O O O O O O O O O O O O O O O B-LOC O B-LOC O B-LOC O O O O O B-ORG I-ORG O O,train
Main Tunisian opposition party ousted from HQ .,O B-MISC O O O O O O,train
TUNIS 1996-08-24,B-LOC O,train
Tunisia 's main opposition party on Saturday announced that it had been ousted from its headquarters building by a court decision for failing to pay the rent .,B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
"Mohamed Ali Khalfallah , spokesman for the Movement of Socialist Democrats ( MDS ) said that a bailiff who was accompagnied by policemen , on Saturday ordered the party to leave the building .",B-PER I-PER I-PER O O O O B-ORG I-ORG I-ORG I-ORG O B-ORG O O O O O O O O O O O O O O O O O O O O O,train
""" We were not allowed a delay to enable us to transfer the movement 's goods and documents , "" Khalfallah added in a statement .",O O O O O O O O O O O O O O O O O O O O B-PER O O O O O,train
The building is state property .,O O O O O O,train
The MDS was represented in court and admitted owing money for rent but did not give details .,O B-ORG O O O O O O O O O O O O O O O O,train
"MDS this year lost its president and vice-president , both of whom were tried and given jail sentences .",B-ORG O O O O O O O O O O O O O O O O O O,train
MDS president Mohamed Moada was sentenced last February to 11 years in jail on charges of having secret contacts with Libyan agents and receiving money from Tripoli .,B-ORG O B-PER I-PER O O O O O O O O O O O O O O O O B-MISC O O O O O B-LOC O,train
Vice-president Khemais Chammari last July was sentenced to five years in prison on a charge of disclosing secrets of judicial proceedings in Moada 's affair .,O B-PER I-PER O O O O O O O O O O O O O O O O O O O B-PER O O O,train
"To replace Moada , the MDS after the trial named Khalfallah as "" coordinator "" but Ismail Boulahya , the last of the MDS founding members still politically active , claimed the title of president , causing a new split within the movement .",O O B-PER O O B-ORG O O O O B-PER O O O O O B-PER I-PER O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O,train
"MDS was founded in 1978 by a group led by Ahmed Mestiri , who withdrew from politics in 1992 .",B-ORG O O O O O O O O O B-PER I-PER O O O O O O O O,train
"Succeeding him as head of the movement , Moada , an Arab nationalist , ousted liberals led by MDS secretary-general Mustapha Ben Jaafar in 1993 .",O O O O O O O O B-PER O O B-MISC O O O O O O B-ORG O B-PER I-PER I-PER O O O,train
Kurdish group says two killed in Iraqi shelling .,B-MISC O O O O O B-MISC O O,train
NICOSIA 1996-08-24,B-LOC O,train
"An Iraqi Kurdish guerrilla group on Saturday accused Iraqi government forces of killing two civilians in shelling in northern Iraq , the Iranian news agency IRNA reported .",O B-MISC I-MISC O O O O O B-MISC O O O O O O O O O O B-LOC O O B-MISC O O B-ORG O O,train
IRNA said it was monitoring a report from a radio station affiliated to the Patriotic Union of Kurdistan ( PUK ) .,B-ORG O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O B-ORG O O,train
""" Iraqi army heavily shelled the Kanie Karzhala camp , west of Arbil , on Friday ...",O B-MISC O O O O B-LOC I-LOC O O O O B-LOC O O O O,train
"Two civilians were killed in the Iraqi bombing , "" IRNA quoted the radio report as saying .",O O O O O O B-MISC O O O B-ORG O O O O O O O,train
The PUK-run radio on Friday said Iraqi heavy artillery was pounding its positions in Kurdish-controlled northern Iraq but it gave no details of casualties .,O B-MISC O O O O B-MISC O O O O O O O B-MISC O B-LOC O O O O O O O O,train
There was no independent confirmation of the reports .,O O O O O O O O O,train
"The rival Kurdistan Democratic Party ( KDP ) , which accuses Iran of supporting the PUK , said on Thursday that its forces had halted an Iranian-backed attack by thousands of PUK fighters .",O O B-ORG I-ORG I-ORG O B-ORG O O O O B-LOC O O O B-ORG O O O O O O O O O O O O O O O B-ORG O O,train
The United States said in Washington on Friday that it had brokered a ceasefire to end six days of fighting between the two main Kurdish factions and persuaded them to attend U.S.-mediated peace talks next month .,O B-LOC I-LOC O O B-LOC O O O O O O O O O O O O O O O O O O B-MISC O O O O O O B-MISC O O O O O,train
"The clashes , shattering a ceasefire negotiated last year by Washington , had threatened a U.S.-led peace plan to unite the Kurdish region against Iraqi President Saddam Hussein .",O O O O O O O O O O B-LOC O O O O B-MISC O O O O O B-MISC O O B-MISC O B-PER I-PER O,train
